Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 380}",0.63992702,0.626851495,0.628961674,0.67164532,0.623938511
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 220}",0.666483058,0.615249987,0.639034928,0.671637709,0.621132675
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 70}",0.695656518,0.617357956,0.653275289,0.671599357,0.629662795
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 450}",0.640175091,0.628747366,0.629867852,0.671592997,0.624834739
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 390}",0.660207206,0.620932578,0.635832873,0.671551782,0.624723515
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 40}",0.628561983,0.625539127,0.626798277,0.671551775,0.624049862
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 11, 'min_samples_split': 130}",0.633022292,0.625843417,0.628679603,0.671541347,0.625284808
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 130}",0.670254832,0.619369425,0.642883646,0.671513248,0.62460195
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 380}",0.688971524,0.625949096,0.654087371,0.671459448,0.634031324
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 170}",0.657965618,0.615065545,0.635229045,0.671453427,0.620331152
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 270}",0.655531141,0.625888957,0.638394837,0.671439255,0.628318138
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 230}",0.671569261,0.619475938,0.643304984,0.671431776,0.627076508
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 220}",0.658681992,0.623631664,0.639348436,0.67143046,0.626071199
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 60}",0.636361557,0.625897098,0.630565412,0.671385178,0.625620752
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 190}",0.669824809,0.622615159,0.644736835,0.671378633,0.62798005
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 160}",0.651761355,0.625740918,0.637976292,0.671370484,0.627982446
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 12, 'min_samples_split': 80}",0.658652661,0.622787936,0.639036575,0.671346619,0.626738673
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 450}",0.681599487,0.624361797,0.647547566,0.671341276,0.632584522
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 50}",0.653300489,0.6260462,0.638583371,0.671327569,0.628983215
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 50}",0.637897709,0.62043563,0.628421234,0.671313628,0.622692846
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 70}",0.637706312,0.627101301,0.631884193,0.671308142,0.626969193
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 140}",0.670483515,0.625448846,0.646584851,0.671292807,0.631349071
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 160}",0.63078816,0.631444259,0.630606157,0.671275225,0.629553967
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 350}",0.6240798,0.629543908,0.624098978,0.671271067,0.626750148
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 350}",0.686520641,0.613910039,0.647184075,0.671267977,0.624724145
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 250}",0.635655624,0.622179973,0.625851236,0.671264469,0.624610777
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 110}",0.641072423,0.625449662,0.632750016,0.671261338,0.624835118
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 160}",0.649284621,0.620545648,0.633835528,0.671235062,0.623478732
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 380}",0.661773684,0.630096118,0.644305699,0.671215357,0.633368895
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 90}",0.642403754,0.622946366,0.631666633,0.671206191,0.622023859
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 370}",0.680259207,0.614556558,0.643900627,0.67120001,0.625285439
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 16, 'min_samples_split': 250}",0.649725581,0.617842519,0.631566041,0.671198349,0.622257658
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 280}",0.618282195,0.626267607,0.618982541,0.671191918,0.622702556
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 120}",0.639714743,0.62487695,0.631658678,0.671173385,0.624608255
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 13, 'min_samples_split': 100}",0.643485026,0.616412785,0.628720623,0.671159292,0.619100367
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 170}",0.70725173,0.612691516,0.654811486,0.671136118,0.626630601
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 130}",0.654635798,0.620490158,0.636791028,0.671134472,0.624830578
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 270}",0.668242921,0.616038497,0.638601855,0.671100992,0.622814411
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 380}",0.647053969,0.618168491,0.628067132,0.671070512,0.620226737
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 330}",0.659782652,0.618494218,0.637222407,0.671046351,0.623150607
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 13, 'min_samples_split': 320}",0.64172218,0.625884352,0.632838529,0.671039282,0.625740047
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 130}",0.653732998,0.617574832,0.634287315,0.671028614,0.622918448
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 120}",0.64729508,0.632586653,0.638533416,0.671019429,0.631795483
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 160}",0.682945733,0.612122804,0.644827402,0.670999448,0.622700917
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 130}",0.635247475,0.62266929,0.628126497,0.670991305,0.622134201
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 480}",0.66999483,0.622739947,0.641297945,0.670987729,0.628985359
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 390}",0.637005846,0.623287016,0.626744773,0.670985793,0.623495
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 16, 'min_samples_split': 180}",0.665343124,0.620183965,0.641171211,0.670967008,0.625839292
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 290}",0.633642221,0.624787163,0.625142262,0.670958379,0.624387445
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 270}",0.667797486,0.621487373,0.642893479,0.670957161,0.628432515
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 270}",0.634110026,0.625355941,0.626092989,0.670947423,0.624949621
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 320}",0.673593601,0.61944932,0.641419025,0.670942882,0.623485416
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 80}",0.643721166,0.628497048,0.634916991,0.670913323,0.628760766
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 100}",0.667348572,0.618986673,0.641302069,0.670898366,0.625397042
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 70}",0.638107004,0.620310818,0.62825844,0.670893604,0.623703956
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 70}",0.6459548,0.624041836,0.634312744,0.670887311,0.625392754
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 170}",0.620737055,0.627446186,0.622930472,0.670875636,0.625508392
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 200}",0.66421015,0.613254109,0.636640707,0.670863903,0.620899885
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 180}",0.671579204,0.620928821,0.644406236,0.670849211,0.628881196
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 470}",0.656447363,0.62737723,0.638167756,0.670804507,0.62741737
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 360}",0.634996421,0.625717748,0.62740071,0.670801237,0.624268276
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 250}",0.63884376,0.625717254,0.630514173,0.670799001,0.623712783
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 180}",0.663359549,0.621495246,0.641037458,0.670749405,0.624154655
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 70}",0.631911689,0.624190631,0.627518115,0.670731543,0.622473423
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 14, 'min_samples_split': 60}",0.634803532,0.625222648,0.629400988,0.670728897,0.624721749
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 290}",0.657561943,0.62273509,0.638064266,0.670711897,0.62427105
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 40}",0.625449909,0.62657503,0.62572408,0.670706687,0.623937376
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 11, 'min_samples_split': 250}",0.676718104,0.618210937,0.644417961,0.67070112,0.625288591
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 190}",0.622126551,0.624478839,0.622602692,0.670685495,0.620572012
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 170}",0.637212158,0.621880648,0.627426461,0.670678575,0.624939659
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 220}",0.666021715,0.622280417,0.642212838,0.670676803,0.626403486
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 350}",0.648192412,0.624385278,0.635246825,0.670668826,0.626746239
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 50}",0.621437023,0.627944497,0.624178767,0.670658334,0.624613803
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 220}",0.644129315,0.623159839,0.632066184,0.670654714,0.626627196
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 50}",0.620331888,0.620030347,0.620051593,0.670644475,0.616863012
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 300}",0.643885221,0.623476174,0.628994027,0.670621901,0.627303749
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 90}",0.657337238,0.618258759,0.636581465,0.670616818,0.622592719
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 270}",0.657543549,0.62334232,0.637296097,0.670611305,0.625625292
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 80}",0.64171522,0.629978438,0.635187125,0.670596138,0.63011009
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 250}",0.641036629,0.623113005,0.629967189,0.670587769,0.624723515
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 390}",0.652853563,0.625364522,0.637511383,0.670564082,0.6285421
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 350}",0.669124344,0.622397411,0.642717535,0.670554986,0.628537056
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 80}",0.680035496,0.61493902,0.64447274,0.670553855,0.625504357
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 320}",0.660191298,0.612845225,0.634403962,0.670539736,0.62022144
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 80}",0.625425549,0.62630036,0.624974441,0.670537951,0.624496021
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 440}",0.654209255,0.62473585,0.633969111,0.670532787,0.626414961
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 150}",0.651281618,0.623821926,0.635934268,0.670506431,0.626961752
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 160}",0.642398286,0.617958791,0.629181228,0.670505815,0.619338453
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 250}",0.60957634,0.629288256,0.615916504,0.670504255,0.623493234
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 250}",0.673822284,0.619728254,0.644456516,0.67049886,0.626967049
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 330}",0.683185352,0.619574121,0.646799254,0.670496889,0.626854311
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 290}",0.677804347,0.616913682,0.643907331,0.670496032,0.626070947
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 240}",0.655735961,0.617521331,0.634457166,0.670490779,0.622810124
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 11, 'min_samples_split': 250}",0.682298958,0.617776138,0.647039728,0.6704871,0.625619869
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 390}",0.697689807,0.615363038,0.652835832,0.670486232,0.626407143
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 260}",0.624955258,0.625619747,0.621412349,0.670469994,0.624608885
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 150}",0.667567312,0.623794419,0.644059588,0.670458557,0.630785382
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 390}",0.673121321,0.621600659,0.643806609,0.670452983,0.628540082
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 310}",0.65801384,0.623473234,0.639262156,0.670451731,0.626069433
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 430}",0.652221206,0.624369569,0.637207688,0.67044492,0.626301467
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 180}",0.654400155,0.616975288,0.634386972,0.670437573,0.622247822
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 340}",0.693450227,0.614227695,0.649781911,0.670429357,0.624945964
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 170}",0.674693267,0.61932238,0.644351955,0.67042266,0.625723906
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 180}",0.654195832,0.616877925,0.634218874,0.670370339,0.621236081
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 310}",0.642147729,0.627781084,0.633692305,0.670356196,0.626733502
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 280}",0.637038657,0.625868842,0.629637484,0.670350357,0.625398429
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 210}",0.638594695,0.617699339,0.626750833,0.670341141,0.62000971
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 140}",0.660874861,0.619758373,0.637839564,0.670328523,0.623933089
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 140}",0.645959772,0.615349076,0.630128933,0.670324478,0.618436172
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 80}",0.644175052,0.619853176,0.631622824,0.670282901,0.621350837
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 60}",0.634807509,0.625913535,0.629542671,0.670266648,0.624388454
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 350}",0.644865077,0.624072838,0.632346344,0.670253783,0.623264858
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 70}",0.652181435,0.622791654,0.636876034,0.670245624,0.626851537
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 190}",0.638580278,0.630798598,0.63239948,0.670242046,0.629773515
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 200}",0.660008352,0.621191864,0.63858765,0.67023734,0.624722758
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 360}",0.705257716,0.611486138,0.653285416,0.670237262,0.623935232
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 390}",0.6379166,0.623635185,0.629341598,0.670229449,0.623595127
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 220}",0.629434955,0.620869683,0.623792183,0.670212113,0.620791183
